Transaction_ID,Customer_Name,Region,Sales_Amount,Purchase_Date
TXN-1162,,South,200.0,2026-01-01
TXN-1163,Charlie Green,South,89.99,2026-01-01
TXN-1164,John Doe,,200.0,2026-01-15
TXN-1165,,East,1200.0,2026-01-01
TXN-1166,Charlie Green,North,200.0,2026-04-01
TXN-1167,Bob Brown,South,150.5,2026-01-01
TXN-1168,Bob Brown,,200.0,2026-01-15
TXN-1169,Bob Brown,North,200.0,2026-01-01
TXN-1170,Bob Brown,,200.0,2026-01-15
TXN-1171,Bob Brown,South,200.0,2026-01-15
TXN-1172,Charlie Green,South,1200.0,2026-01-01
TXN-1173,Charlie Green,,1200.0,2026-04-01
TXN-1174,Alice Johnson,North,1200.0,2026-01-15
TXN-1175,Jane Smith,West,200.0,2026-01-01
TXN-1176,Bob Brown,South,200.0,2026-01-01
TXN-1177,John Doe,,1200.0,2026-01-15
TXN-1178,Charlie Green,,150.5,2026-01-15
TXN-1179,John Doe,East,200.0,2026-01-01
TXN-1180,John Doe,West,450.75,2026-04-01
TXN-1181,John Doe,North,150.5,2026-01-01
TXN-1182,Alice Johnson,North,89.99,2026-01-01
TXN-1183,Charlie Green,North,89.99,2026-01-01
TXN-1184,John Doe,West,150.5,2026-01-01
TXN-1185,Bob Brown,West,1200.0,2026-04-01
TXN-1186,,West,450.75,2026-01-01
TXN-1187,John Doe,North,450.75,2026-01-01
TXN-1188,Alice Johnson,West,200.0,2026-01-01
TXN-1189,Charlie Green,,450.75,2026-01-01
TXN-1190,Alice Johnson,North,89.99,2026-01-01
TXN-1191,John Doe,West,200.0,2026-01-01
TXN-1192,Charlie Green,,1200.0,2026-04-01
TXN-1193,,East,450.75,2026-01-01
TXN-1194,John Doe,West,200.0,2026-01-01
TXN-1195,Alice Johnson,North,89.99,2026-01-01
TXN-1196,Jane Smith,South,200.0,2026-01-01
TXN-1197,Bob Brown,West,200.0,2026-01-15
TXN-1198,Alice Johnson,South,200.0,2026-04-01
TXN-1199,Charlie Green,,200.0,2026-01-01
TXN-1200,John Doe,East,89.99,2026-01-01
TXN-1201,Bob Brown,North,200.0,2026-01-15
TXN-1202,John Doe,East,200.0,2026-01-15
TXN-1203,Charlie Green,West,1200.0,2026-01-01
TXN-1204,John Doe,South,1200.0,2026-01-01
TXN-1205,Jane Smith,South,200.0,2026-01-15
TXN-1206,Bob Brown,North,450.75,2026-01-15
TXN-1207,Bob Brown,South,200.0,2026-04-01
TXN-1208,Charlie Green,North,200.0,2026-01-01
TXN-1209,Jane Smith,,450.75,2026-01-15
TXN-1210,Alice Johnson,North,450.75,2026-01-01
TXN-1211,John Doe,West,1200.0,2026-01-01
TXN-1212,,North,89.99,2026-01-01
TXN-1213,John Doe,North,150.5,2026-01-15
TXN-1214,John Doe,South,89.99,2026-04-01
TXN-1215,Alice Johnson,South,150.5,2026-01-01
TXN-1216,John Doe,North,200.0,2026-01-01
TXN-1217,Jane Smith,South,1200.0,2026-01-01
TXN-1218,Jane Smith,,450.75,2026-01-15
TXN-1219,Bob Brown,,200.0,2026-01-01
TXN-1220,Charlie Green,North,150.5,2026-01-01
TXN-1221,,North,89.99,2026-01-01
TXN-1222,John Doe,North,450.75,2026-01-15
TXN-1223,John Doe,North,150.5,2026-04-01
TXN-1224,Alice Johnson,North,150.5,2026-01-01
TXN-1225,Charlie Green,North,150.5,2026-01-01
TXN-1226,Jane Smith,,200.0,2026-01-01
TXN-1227,,North,1200.0,2026-01-01
TXN-1228,Bob Brown,East,200.0,2026-01-01
TXN-1229,Jane Smith,West,200.0,2026-04-01
TXN-1230,Charlie Green,South,450.75,2026-04-01
TXN-1231,Bob Brown,East,1200.0,2026-01-15
TXN-1232,Alice Johnson,North,1200.0,2026-01-15
TXN-1233,Alice Johnson,,1200.0,2026-04-01
TXN-1234,John Doe,North,89.99,2026-04-01
TXN-1235,Charlie Green,North,1200.0,2026-01-01
TXN-1236,,,200.0,2026-01-01
TXN-1237,Bob Brown,West,1200.0,2026-01-15
TXN-1238,Jane Smith,North,200.0,2026-01-01
TXN-1239,Charlie Green,North,450.75,2026-01-01
TXN-1240,Charlie Green,,1200.0,2026-04-01
TXN-1241,Alice Johnson,,450.75,2026-01-01
TXN-1242,John Doe,,200.0,2026-01-01
TXN-1243,John Doe,West,200.0,2026-01-01
TXN-1244,Bob Brown,North,450.75,2026-01-01
TXN-1245,Alice Johnson,West,150.5,2026-01-01
TXN-1246,Charlie Green,South,200.0,2026-01-01
TXN-1247,,South,89.99,2026-01-15
TXN-1248,Alice Johnson,North,150.5,2026-01-01
TXN-1249,Bob Brown,West,150.5,2026-01-15
